"Sample","depth","Thickness","Sample_Name","ASH","BEECH","BIRCH","ELM","HEMLOCK","MAPLE","OAK","OTHER.CONIFER","OTHER.HARDWOOD","PINE","SPRUCE","median","mean","min.95","max.95","bacon_draw1","bacon_draw2","bacon_draw3","bacon_draw4","bacon_draw5","bacon_draw6","bacon_draw7","bacon_draw8","bacon_draw9","bacon_draw10","bacon_draw11","bacon_draw12","bacon_draw13","bacon_draw14","bacon_draw15","bacon_draw16","bacon_draw17","bacon_draw18","bacon_draw19","bacon_draw20","bacon_draw21","bacon_draw22","bacon_draw23","bacon_draw24","bacon_draw25","bacon_draw26","bacon_draw27","bacon_draw28","bacon_draw29","bacon_draw30","bacon_draw31","bacon_draw32","bacon_draw33","bacon_draw34","bacon_draw35","bacon_draw36","bacon_draw37","bacon_draw38","bacon_draw39","bacon_draw40","bacon_draw41","bacon_draw42","bacon_draw43","bacon_draw44","bacon_draw45","bacon_draw46","bacon_draw47","bacon_draw48","bacon_draw49","bacon_draw50","bacon_draw51","bacon_draw52","bacon_draw53","bacon_draw54","bacon_draw55","bacon_draw56","bacon_draw57","bacon_draw58","bacon_draw59","bacon_draw60","bacon_draw61","bacon_draw62","bacon_draw63","bacon_draw64","bacon_draw65","bacon_draw66","bacon_draw67","bacon_draw68","bacon_draw69","bacon_draw70","bacon_draw71","bacon_draw72","bacon_draw73","bacon_draw74","bacon_draw75","bacon_draw76","bacon_draw77","bacon_draw78","bacon_draw79","bacon_draw80","bacon_draw81","bacon_draw82","bacon_draw83","bacon_draw84","bacon_draw85","bacon_draw86","bacon_draw87","bacon_draw88","bacon_draw89","bacon_draw90","bacon_draw91","bacon_draw92","bacon_draw93","bacon_draw94","bacon_draw95","bacon_draw96","bacon_draw97","bacon_draw98","bacon_draw99","bacon_draw100","bacon_draw101","bacon_draw102","bacon_draw103","bacon_draw104","bacon_draw105","bacon_draw106","bacon_draw107","bacon_draw108","bacon_draw109","bacon_draw110","bacon_draw111","bacon_draw112","bacon_draw113","bacon_draw114","bacon_draw115","bacon_draw116","bacon_draw117","bacon_draw118","bacon_draw119","bacon_draw120","bacon_draw121","bacon_draw122","bacon_draw123","bacon_draw124","bacon_draw125","bacon_draw126","bacon_draw127","bacon_draw128","bacon_draw129","bacon_draw130","bacon_draw131","bacon_draw132","bacon_draw133","bacon_draw134","bacon_draw135","bacon_draw136","bacon_draw137","bacon_draw138","bacon_draw139","bacon_draw140","bacon_draw141","bacon_draw142","bacon_draw143","bacon_draw144","bacon_draw145","bacon_draw146","bacon_draw147","bacon_draw148","bacon_draw149","bacon_draw150","bacon_draw151","bacon_draw152","bacon_draw153","bacon_draw154","bacon_draw155","bacon_draw156","bacon_draw157","bacon_draw158","bacon_draw159","bacon_draw160","bacon_draw161","bacon_draw162","bacon_draw163","bacon_draw164","bacon_draw165","bacon_draw166","bacon_draw167","bacon_draw168","bacon_draw169","bacon_draw170","bacon_draw171","bacon_draw172","bacon_draw173","bacon_draw174","bacon_draw175","bacon_draw176","bacon_draw177","bacon_draw178","bacon_draw179","bacon_draw180","bacon_draw181","bacon_draw182","bacon_draw183","bacon_draw184","bacon_draw185","bacon_draw186","bacon_draw187","bacon_draw188","bacon_draw189","bacon_draw190","bacon_draw191","bacon_draw192","bacon_draw193","bacon_draw194","bacon_draw195","bacon_draw196","bacon_draw197","bacon_draw198","bacon_draw199","bacon_draw200","bacon_draw201","bacon_draw202","bacon_draw203","bacon_draw204","bacon_draw205","bacon_draw206","bacon_draw207","bacon_draw208","bacon_draw209","bacon_draw210","bacon_draw211","bacon_draw212","bacon_draw213","bacon_draw214","bacon_draw215","bacon_draw216","bacon_draw217","bacon_draw218","bacon_draw219","bacon_draw220","bacon_draw221","bacon_draw222","bacon_draw223","bacon_draw224","bacon_draw225","bacon_draw226","bacon_draw227","bacon_draw228","bacon_draw229","bacon_draw230","bacon_draw231","bacon_draw232","bacon_draw233","bacon_draw234","bacon_draw235","bacon_draw236","bacon_draw237","bacon_draw238","bacon_draw239","bacon_draw240","bacon_draw241","bacon_draw242","bacon_draw243","bacon_draw244","bacon_draw245","bacon_draw246","bacon_draw247","bacon_draw248","bacon_draw249","bacon_draw250","bacon_draw251","bacon_draw252","bacon_draw253","bacon_draw254","bacon_draw255","bacon_draw256","bacon_draw257","bacon_draw258","bacon_draw259","bacon_draw260","bacon_draw261","bacon_draw262","bacon_draw263","bacon_draw264","bacon_draw265","bacon_draw266","bacon_draw267","bacon_draw268","bacon_draw269","bacon_draw270","bacon_draw271","bacon_draw272","bacon_draw273","bacon_draw274","bacon_draw275","bacon_draw276","bacon_draw277","bacon_draw278","bacon_draw279","bacon_draw280","bacon_draw281","bacon_draw282","bacon_draw283","bacon_draw284","bacon_draw285","bacon_draw286","bacon_draw287","bacon_draw288","bacon_draw289","bacon_draw290","bacon_draw291","bacon_draw292","bacon_draw293","bacon_draw294","bacon_draw295","bacon_draw296","bacon_draw297","bacon_draw298","bacon_draw299","bacon_draw300","bacon_draw301","bacon_draw302","bacon_draw303","bacon_draw304","bacon_draw305","bacon_draw306","bacon_draw307","bacon_draw308","bacon_draw309","bacon_draw310","bacon_draw311","bacon_draw312","bacon_draw313","bacon_draw314","bacon_draw315","bacon_draw316","bacon_draw317","bacon_draw318","bacon_draw319","bacon_draw320","bacon_draw321","bacon_draw322","bacon_draw323","bacon_draw324","bacon_draw325","bacon_draw326","bacon_draw327","bacon_draw328","bacon_draw329","bacon_draw330","bacon_draw331","bacon_draw332","bacon_draw333","bacon_draw334","bacon_draw335","bacon_draw336","bacon_draw337","bacon_draw338","bacon_draw339","bacon_draw340","bacon_draw341","bacon_draw342","bacon_draw343","bacon_draw344","bacon_draw345","bacon_draw346","bacon_draw347","bacon_draw348","bacon_draw349","bacon_draw350","bacon_draw351","bacon_draw352","bacon_draw353","bacon_draw354","bacon_draw355","bacon_draw356","bacon_draw357","bacon_draw358","bacon_draw359","bacon_draw360","bacon_draw361","bacon_draw362","bacon_draw363","bacon_draw364","bacon_draw365","bacon_draw366","bacon_draw367","bacon_draw368","bacon_draw369","bacon_draw370","bacon_draw371","bacon_draw372","bacon_draw373","bacon_draw374","bacon_draw375","bacon_draw376","bacon_draw377","bacon_draw378","bacon_draw379","bacon_draw380","bacon_draw381","bacon_draw382","bacon_draw383","bacon_draw384","bacon_draw385","bacon_draw386","bacon_draw387","bacon_draw388","bacon_draw389","bacon_draw390","bacon_draw391","bacon_draw392","bacon_draw393","bacon_draw394","bacon_draw395","bacon_draw396","bacon_draw397","bacon_draw398","bacon_draw399","bacon_draw400","bacon_draw401","bacon_draw402","bacon_draw403","bacon_draw404","bacon_draw405","bacon_draw406","bacon_draw407","bacon_draw408","bacon_draw409","bacon_draw410","bacon_draw411","bacon_draw412","bacon_draw413","bacon_draw414","bacon_draw415","bacon_draw416","bacon_draw417","bacon_draw418","bacon_draw419","bacon_draw420","bacon_draw421","bacon_draw422","bacon_draw423","bacon_draw424","bacon_draw425","bacon_draw426","bacon_draw427","bacon_draw428","bacon_draw429","bacon_draw430","bacon_draw431","bacon_draw432","bacon_draw433","bacon_draw434","bacon_draw435","bacon_draw436","bacon_draw437","bacon_draw438","bacon_draw439","bacon_draw440","bacon_draw441","bacon_draw442","bacon_draw443","bacon_draw444","bacon_draw445","bacon_draw446","bacon_draw447","bacon_draw448","bacon_draw449","bacon_draw450","bacon_draw451","bacon_draw452","bacon_draw453","bacon_draw454","bacon_draw455","bacon_draw456","bacon_draw457","bacon_draw458","bacon_draw459","bacon_draw460","bacon_draw461","bacon_draw462","bacon_draw463","bacon_draw464","bacon_draw465","bacon_draw466","bacon_draw467","bacon_draw468","bacon_draw469","bacon_draw470","bacon_draw471","bacon_draw472","bacon_draw473","bacon_draw474","bacon_draw475","bacon_draw476","bacon_draw477","bacon_draw478","bacon_draw479","bacon_draw480","bacon_draw481","bacon_draw482","bacon_draw483","bacon_draw484","bacon_draw485","bacon_draw486","bacon_draw487","bacon_draw488","bacon_draw489","bacon_draw490","bacon_draw491","bacon_draw492","bacon_draw493","bacon_draw494","bacon_draw495","bacon_draw496","bacon_draw497","bacon_draw498","bacon_draw499","bacon_draw500","sitename","lat","long","state","altitude"
"S173320",0.5,1,0,9,0,121,16,0,9,138,0,3,86,1,236,236,92,398,300.113601796906,192.747340008333,175.720424817325,189.456050507441,272.537055374198,214.883544171911,219.661689258616,211.383443660723,216.424629244259,192.022916509842,242.030667762049,251.664970579657,319.196773842905,235.198076749001,170.309384908086,238.62117980629,263.71566272757,180.289340205697,146.573743441326,203.568107712303,414.121661849219,205.381596325814,163.94909208461,260.657128998768,329.366980481781,282.829807500552,275.084959047657,306.657913297615,264.440407298499,274.247603591734,145.33014403134,99.8553988057328,115.826578421119,206.577035742696,151.492561576333,199.961563036018,286.765504020487,228.378635567131,235.017706994052,342.18685835139,224.368161430462,107.873010976037,167.154270825285,167.640353050564,226.188451485285,220.454705752157,137.79474931094,105.539951013356,354.137314773703,188.638799019264,224.606048392537,255.044314336237,282.28442026032,209.3447882789,276.763886439809,309.938651596022,231.177935262953,308.488719713155,293.220272171927,69.2451142585941,287.789710002817,153.241023550768,395.278456342996,275.071842165478,178.086777105285,140.557540108507,276.871709701758,194.540767539329,231.260353354843,232.096621855834,6.22311091556296,248.839359073705,185.78273365299,168.651161423542,436.924245922714,127.768099910947,148.950193168669,135.069546333977,151.667938150217,210.25027368369,253.590033529889,179.140828592957,417.794448071301,224.46252399633,333.831273810271,-19.1052415700764,404.339909444935,294.988563846916,173.195486339727,248.937113105383,241.834137306895,190.360847288992,239.102563911573,370.606256363009,176.512657594875,385.246225317527,186.974354871689,228.050393485031,208.035327020501,267.854859136078,219.727078423066,212.190935266314,168.466803744733,279.731255045279,160.399931849666,311.097125960434,278.454621345482,260.14377219722,187.861477224069,298.590938896829,301.786696039106,225.161547317625,380.116307082405,352.698461589113,210.574469780954,169.565379200275,181.756032690916,250.63157389697,238.624632343091,233.289587091677,381.129232957589,280.745357657276,344.019572003089,274.050980325196,280.54832073081,316.074063228795,342.840285844697,266.970650624858,337.282735979306,125.134746592018,109.723221884946,234.075929537436,223.65712821026,244.679443052844,298.304858472811,161.165802183633,333.36693859535,225.376747596414,277.098078314451,276.492562414804,131.784194290894,235.053375699993,219.985030464051,279.254928854442,321.595675254324,244.410162949732,207.406253457055,204.721882044902,185.517073837222,344.487366736116,319.8066840279,218.411382054972,289.277141941147,336.803814575874,323.464206804107,133.898150551696,357.768532118518,351.731692217281,278.572977215464,95.0438537474753,143.015550724068,191.42189718258,201.696328892663,253.460395783658,230.251406159096,348.76311569827,268.419818127525,112.9129347696,292.289771292912,272.469160079857,222.862080289538,433.147725603044,129.816651817752,437.689544087176,181.906425878315,128.066449335159,286.747751676834,331.066592183544,205.537511238493,273.172605925341,207.985014980505,149.223469163142,178.063392030777,243.311139162011,116.977078708299,281.016620614432,187.471946931558,260.665621729159,182.474091081706,279.82301295497,190.147474257127,317.980360271317,259.104899543383,349.744379358106,235.398259872908,112.150289895672,247.747390827822,268.36079629959,321.732589879476,363.584905698853,118.763919984881,137.550470270699,265.446576917547,142.771836157987,152.248980859257,213.786733950732,234.933280509031,351.258423709216,161.827541886074,236.320129208472,227.17087707597,354.263868041876,241.921396710924,171.809219961394,195.502056766687,67.1852413873032,312.506397470037,348.545321070784,302.483226310654,326.915959819356,211.798292170479,246.373919568773,220.522608805428,310.543962058572,303.814511142273,188.729782762682,274.21081979534,195.456568277927,93.2072411983808,245.131970606105,193.075409166537,168.874165674871,129.309180118375,338.964965514152,326.62926158051,167.502978007897,258.49762475374,304.715846560585,246.418811481546,274.03907470233,326.729432047248,135.48475360883,243.325957580958,177.427646172696,362.50619544994,129.595194233649,241.353352801981,289.816410043521,318.168038923493,234.437500917823,206.271997347986,273.980756593662,259.2865679134,188.260955006629,323.207645612282,224.7285269011,266.579700257894,140.487837842563,175.223871568691,214.262081848007,309.664462777279,221.605675775495,301.591681941014,243.673765659139,240.612710939917,167.374868902983,164.433372308615,237.574361631709,190.429899613034,276.813975952185,241.00839206206,102.017508354421,293.957564674593,288.823936110462,329.695875279927,292.628475268938,343.442449664605,265.788873837526,188.286730207759,155.261120489205,199.483769305566,145.031668141733,331.382024586723,223.333820908287,221.172411467885,173.489619873498,235.245292936802,380.638881267243,259.920578329089,187.951662892616,176.406690903922,85.2900126683864,326.747069809421,241.169532661253,221.179642140169,248.65935544239,222.862923377332,155.704547076701,195.247292366128,182.339494488323,244.742881523235,192.83122683811,259.190955410712,163.592944052732,346.478634548956,174.279063308491,235.953238823518,177.494855025909,308.836859740747,252.248999914919,180.752684337081,163.512112104229,379.332749305128,257.870009452029,239.613864526858,306.03529213243,234.600414705706,205.127219272847,211.206110919452,385.960734258035,320.28748685588,311.804654300409,255.149790464994,238.954240697609,379.43914565756,197.816198356741,179.99265310016,273.170876903188,275.458943039707,275.032983744973,223.590693639501,304.235633642896,160.164004667709,263.380915468555,356.160374121558,313.240987768383,66.6828794269221,368.278191576476,214.515887140664,186.423242651927,247.94659113777,277.847102296393,230.325313851412,129.219787819539,185.122056659595,219.278524714854,223.142128646692,125.336740940876,321.59102569651,235.390414302901,181.330682342942,234.77871456559,80.5522899052744,256.471355920257,352.73750658458,285.625687324468,237.703595219643,120.529349134551,189.664231964165,215.858289144634,362.821358695177,236.561785383091,172.867448274642,323.907797182844,291.889719342467,225.838923532667,226.961911899551,122.944691404795,271.022159042644,59.3616455209638,326.594947595238,256.719744282189,209.963055227148,201.34005672481,370.85723193397,278.195854433949,170.087260980183,331.34160770181,64.7726590766706,362.115209170471,193.981904926117,235.570013115328,207.79898097589,264.564872208095,219.073021505348,139.109621355396,111.678225877556,263.7248318926,323.990356769701,183.844433625693,219.415176671099,238.228820384743,199.324329667402,190.232598885121,122.67078989682,167.882576944066,213.593024362171,213.695623060985,265.891245192832,274.455837253034,161.39504794343,276.973785742625,240.156864218775,253.044696250463,181.041310210623,297.663701371142,241.275543061528,267.709330190134,329.550230780229,325.30185660679,67.0530652606158,306.109961916833,269.532855580579,187.221492125804,295.867894982951,308.097829383128,274.852283235791,245.169951794186,96.2501885520089,129.454952999545,234.574808640384,241.353028882644,181.154923545591,105.929360576731,221.958378715399,187.348495308392,204.188923651037,171.634541692732,287.355988307473,267.24905627843,407.415373816138,206.918579777655,334.416645823306,284.575457158872,217.932437383876,6.86323013806165,160.51961120385,378.106348903592,150.035719436817,257.912226615107,288.06230930002,41.233103124115,29.0576334230122,118.429320469087,204.428292491111,370.98227859805,220.652674785357,325.858327139566,320.334995374779,267.357999570635,247.07594820007,225.824112419252,420.523665003843,208.26451112704,186.679201482545,253.655951643438,259.555087222911,159.33995622802,192.386564937026,173.470272713268,337.869151985307,252.334885894076,305.735230676701,235.490585953257,194.797631434285,263.368997521433,351.277397922419,233.369289848103,254.083559573586,270.034149756262,172.321058750044,215.361361762941,172.82710233282,20.4940374106437,92.499920170041,213.933934548218,255.611452464099,356.918150452349,97.6374542101965,208.683032857283,207.907132201691,128.884658792259,215.045203619421,274.386080269507,299.720386597192,166.927158191053,220.249122583087,122.304268090978,311.56262067878,192.644325655519,173.297153845265,124.288741684991,160.406210526417,309.977041287932,118.50295453774,263.047661525279,323.090812343855,240.715326381297,179.797497574434,77.8307766372002,"Lonestar",46.013,-92.125,"wisconsin",290
"S173321",6.5,1,0,7,0,52,6,0,2,73,0,3,58,1,253,254,108,414,299.03679091846,144.373382706759,249.70893458787,216.18974998572,228.90674028432,147.668003110745,448.044823942695,347.089657959148,194.661975849895,235.217599810176,142.194785316249,419.793413730004,376.284655334895,214.28000521048,230.696227210619,110.045934728165,265.904504381908,301.555987452691,184.754042553347,194.660059436856,308.498714038806,360.504925350974,257.845126532213,208.206009588213,316.503008675998,320.706825042141,240.216064118327,205.666955973566,318.18242250162,208.576538073727,271.112052899148,247.191525069436,388.314323697422,380.873860448269,345.730628356971,225.085691477821,247.8958810844,258.523963562791,437.146755005401,314.1995330168,263.729973934522,328.807013349915,349.30633283027,193.295791840365,193.92205647372,346.687910699728,174.502992838105,207.951389247748,214.123973816092,285.094316320598,409.502184872913,165.774930577744,230.250327246276,279.32685924975,259.956592943147,278.496504544544,316.16387680047,332.984867494301,192.410067242511,144.108507371437,212.814952288204,349.326759702479,146.46394960269,288.898418304635,30.3958956739191,146.267550163258,233.218186908764,230.345462985451,259.801029473647,114.17624608074,243.275592812525,309.60207602211,245.839841635058,365.330780332136,248.72934197853,198.795540164395,260.703699601716,211.171469740663,278.656650715571,300.236668123438,185.785046318175,207.700800936623,338.799921835658,190.990742137245,177.691053158696,158.01373905361,209.401591157019,342.006536893128,258.930028077775,275.884759378251,287.005632099143,194.835553637977,182.755663104394,204.518538571143,343.891964033999,210.226329548057,238.848148599276,154.453180610711,280.897631257507,282.00765747738,184.16364964651,275.580969089916,251.620751309964,313.540681760006,141.728622283523,347.646915630153,311.595068751958,213.648557397448,167.751749765225,322.574033945447,273.380137325027,248.304455700681,219.93037478942,288.077864295605,252.983004121953,479.132152153577,354.994548112325,276.70381990356,184.416624809659,249.562811062227,281.456699832937,232.81736279032,283.310627647048,238.802427988236,296.478810137396,318.363859129546,186.712432604588,269.111964495418,335.146049646187,147.216738889095,275.760551633264,38.6444361884041,383.579357854171,239.790840585169,246.181829889061,167.323792140367,214.213456963943,172.246008981778,237.777411729905,321.298568964454,253.440056886044,175.971985905053,187.532374824953,239.970448640447,394.551837742677,315.729136275195,202.80471930792,379.625061272012,230.762781914469,371.816190259778,248.147705363378,271.893108840663,212.373310292269,325.690399611371,196.644775353409,202.323212915196,274.873911718523,369.738175039282,350.146330198221,205.952990956297,277.252473604788,107.678917999962,272.442727334939,243.292728900643,321.880754972452,143.369429533645,150.188066740213,318.215469490042,253.829727806594,394.191534117183,212.406947862244,209.205226412103,333.39440314056,179.603524631935,325.742969564371,389.704974158354,405.12823337868,192.022805281573,268.888224232398,332.968038451841,295.176790285422,325.966761083837,48.8794577079545,358.444651012681,293.064678979382,223.44509820687,202.745366589624,250.512287083449,258.763417497154,133.276909032586,189.950818474241,334.48287043091,246.811781212005,135.357771173846,216.819370463506,281.665085192954,178.011779609816,315.808665346021,279.689479782812,265.544128351674,278.219352551394,322.998603150823,246.651535994238,235.317251414135,223.745192381199,296.899678571326,256.319698097835,205.045912938378,164.761681484457,192.739588236893,351.925241904939,303.173275910278,263.806411810275,227.156364362613,203.066424085268,188.843226988351,344.702159166714,295.139018084344,226.810393822005,176.281671884846,305.204986950738,310.92674668866,205.626453378182,179.523825417145,254.413236683708,286.378273187752,310.109440587253,158.820007686482,258.19055353623,298.937930889683,280.003271500538,117.593471601612,129.371771011549,226.696253453347,335.846069264937,218.973029435117,282.571890933536,298.042978176433,214.569392054526,362.75371452206,364.676469973503,412.479282236603,340.535998477917,202.768419507533,227.002266761624,158.369619581988,148.937270960186,254.760217246185,168.161532183598,258.704799052614,295.795829821544,447.027175099289,251.259634507274,312.752818132035,452.81097437097,475.05677767507,264.386243260897,299.244142976499,165.868144248673,268.007486116867,180.731035735859,267.849223482772,262.565916241592,302.774910809194,263.945052852228,176.631589363041,265.979795678206,151.91829352274,228.324675955508,291.077165231597,359.641744327672,256.882517235019,313.635231284398,144.327137166119,264.65694999532,403.656245679569,235.333118905465,105.455431881661,279.092347707232,184.028743020798,298.250987342344,207.137499025338,251.555487476183,54.6971455926167,338.104862990751,287.981986938624,272.962125732442,188.799749652142,272.809054544111,205.875450205847,95.7393748072637,335.372046192276,195.582011322516,302.65807153443,288.47695119928,344.684588156942,157.394084755311,282.593826823629,220.521520156325,257.143407808268,191.442105117769,325.103237460544,103.028728624162,126.036885741258,196.672478675233,277.682972126497,278.367254802423,243.973588390259,268.525484930442,248.039921767006,380.190671770931,177.431556278109,220.684999027449,230.356106987409,244.240344544845,419.997096057002,294.431519568226,237.659647547872,214.811809645988,148.892705944851,252.727438431121,256.936261705833,138.890612348046,277.310493471632,212.544637552509,178.468140850944,197.403014823714,391.420333926287,215.121530114791,268.129355485777,356.832766415653,250.468882795036,344.914113150083,223.628006864764,73.9000163653322,188.357139565392,270.933870790615,317.522265863222,152.026399261969,144.773067458082,180.220293552686,246.091706274362,124.498219003512,228.571538379134,275.603905122518,367.154956873995,244.334472971415,370.891876813053,341.054101841994,269.97711588314,334.473498607727,284.170145698014,221.04745882797,273.216020259581,284.887895395295,89.6966155187061,175.402085648595,325.043306822351,241.89339493674,287.145343780713,184.139370945958,280.116529924792,388.649646287313,280.038101745487,207.860151512409,383.557149416962,345.810681647642,204.006918987476,281.894874963301,167.081926011469,305.871803327049,317.566554428159,203.545293300478,391.82519376722,240.950448038876,424.889089878626,202.608051688227,262.918341127347,320.122197446002,216.155869776809,385.10843435783,331.88539803952,263.511724326798,286.59045312144,159.397021032145,244.406604064345,354.314664295758,257.640936826047,161.558383280405,148.499294857196,193.40960653863,300.582081045225,175.360448396037,376.655058088278,160.14635343228,327.657580401409,93.7320305930377,280.031201172524,196.409338582355,269.924198996968,237.577384677312,273.655779572124,257.473762421873,312.965690051808,189.540796593083,233.301032120701,144.377926298253,157.328588935859,291.547572104429,231.271612910197,288.108019195154,283.404066507231,166.458871215935,142.746746437087,246.269656881638,250.507393424507,204.373102081468,356.90249306826,285.202371663939,255.988748544566,219.450109652934,202.20805072841,138.824216344651,225.50228522594,184.968874676496,17.7923837819572,157.143455486377,223.182419381638,379.629779484123,343.8058588014,309.178744094139,185.542140187424,137.885845392803,229.579189106273,349.237601899568,252.992584876041,262.95231484484,244.243622962351,196.294431726747,109.812660267916,232.71346510578,359.376918150865,337.560393969566,373.85160604776,213.256238005094,332.992760445345,200.756352833356,172.401827365341,294.180672034959,191.563995511105,190.763287977184,267.508044236553,182.429590624656,185.298510066474,202.273605713237,457.044745820092,234.374446981949,266.145196730828,224.068678713583,129.499083501496,215.403433851057,315.581406779878,270.078256927146,335.889353779759,329.231143554959,227.560128087604,234.45307992198,167.786169041684,273.950522715544,46.8819540334071,190.419758876682,280.790037031563,265.785632255034,255.297468422808,329.724477874426,357.594953379484,317.174077373336,207.592950615489,271.439576239626,308.147894127808,226.969588641952,247.139957455425,458.035253157648,206.443546621028,205.778715212244,215.852920332172,269.557831722356,118.444508703671,221.302961779565,186.098626949666,137.005796296017,256.212351392684,158.11542585821,177.316573378346,178.57970803879,265.151846312835,326.988100784291,328.854095503566,303.047156869807,206.955812424303,"Lonestar",46.013,-92.125,"wisconsin",290
