"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"r_new[14,4]",0.008610679628,0.0086104498,0.000265842347132625,0.000296701544370001,0.0081395674,0.009004159425,0.991544625282492,14.1322707453985,52.4502744151648
"r_new[15,4]",0.008546540007,0.0085544108,0.000255740177631225,0.00027172929714,0.0081210298,0.00894706619,1.03243265733834,26.9637821697285,36.6043148269886
"r_new[16,4]",0.0086607798,0.00861448715,0.00035435260741351,0.000430509159569999,0.008165363,0.00924466793,1.00728643221917,22.7235765912767,52.4502744151648
"r_new[17,4]",0.008540206796,0.00850818415,0.000227589735277377,0.000238744189949999,0.008218323475,0.00890247112,1.03154266041856,24.5937247608049,56.8419098881722
"r_new[18,4]",0.008647899603,0.0086302081,0.00022040520642919,0.000196696171350001,0.00828373877,0.00905093136,1.0505596158354,28.3228106997923,52.4502744151648
"r_new[19,4]",0.008570532073,0.0085552331,0.000244731621754674,0.0002402931363,0.00822543427,0.009047419505,0.998522713166214,28.8551615590477,40.5548566509965
"r_new[20,4]",0.008678954831,0.00865299925,0.000296470839314916,0.00027104900613,0.008236453545,0.00922513485,0.992185249942996,16.6165522391883,41.1864756356321
"r_new[21,4]",0.008599948631,0.00864859485,0.000285759620248416,0.00032611662489,0.00810730035,0.00896514148,1.06301352325234,30.4616637878391,43.2419075858658
"r_new[22,4]",0.008640464237,0.00864124685,0.000220049571490979,0.00023387651763,0.008308946395,0.008976125815,1.05755708403784,31.7489668363528,52.4502744151648
"r_new[23,4]",0.008622621387,0.00861946255,0.000237484428661251,0.000261759775829999,0.008262032565,0.008996978385,1.00837650964743,33.8200149146459,75.8429085384729
"r_new[24,4]",0.008512717322,0.0085473773,0.00032557680718389,0.000321590395350001,0.007945201605,0.008998638135,1.02137863724345,12.6517850400513,34.639746634996
"r_new[25,4]",0.008638336808,0.0086411205,0.000290757063509374,0.000227461455689997,0.008190095025,0.009102002225,1.03145156480959,30.2378636666353,20.0458190148912
"r_new[26,4]",0.008602510916,0.0085899887,0.000239534887606287,0.000251380315620001,0.00822293819,0.00902336926,1.01090259375024,32.021428952485,41.5944662312425
"r_new[27,4]",0.008593061458,0.00859783945,0.000264295284275634,0.00025499926809,0.008186248935,0.00910146986,0.990067577143037,18.4959940988772,34.362847091416
"r_new[28,4]",0.008585524599,0.00856751245,0.00025397127152027,0.000192974993609999,0.00814976928,0.009052683445,1.01059432992721,21.0654211139068,65.7762636916378
"r_new[29,4]",0.008617391076,0.0086188076,0.000266626074426418,0.00031745171745,0.008240933665,0.00906789321,0.997022124168941,17.9767774954861,58.9391161255239
"r_new[30,4]",0.008645984647,0.008663272,0.000277653504503064,0.000288040565820001,0.00820015015,0.009069831135,1.02106786237868,22.7999612690449,47.507860551729
"r_new[31,4]",0.008667795921,0.0086564953,0.00025874584655206,0.000284829698999999,0.008276018195,0.009121821465,0.997253464782115,29.2270165326783,30.953885028427
"r_new[32,4]",0.008609450964,0.00863392985,0.000277843697488244,0.00021596834049,0.00807868126,0.009008200005,1.13443210709827,13.7456201634537,40.5548566509965
"r_new[33,4]",0.008621767998,0.0086353105,0.00022180566623626,0.00024998459598,0.008265816765,0.00900933384,1.00761241595726,28.9503993875692,52.4502744151649
"r_new[34,4]",0.008584888711,0.00860640875,0.00024881144845608,0.000242416071240001,0.008107141525,0.008924053955,1.0231921637419,27.1510545366188,28.7864722515692
"r_new[35,4]",0.008592259328,0.00856961445,0.000244679291768118,0.0002705930325,0.008196040915,0.008966403415,1.01840332697862,38.9779039249695,43.9114926796898
"r_new[36,4]",0.008659154674,0.0086884231,0.000310123960333756,0.00023366858298,0.00804444478,0.009198691385,0.992606298042824,14.7191872985758,31.6178933065416
"r_new[37,4]",0.008626928638,0.0086247179,0.000285459532878328,0.00027711891879,0.008185977365,0.00912551122,0.995376777357984,28.4383231966191,40.5548566509965
"r_new[38,4]",0.008627515122,0.0086040228,0.000251876457706078,0.000294897442559999,0.008281142555,0.00901597642,1.01099771348252,41.8790472909661,58.9391161255238
"r_new[39,4]",0.008629105635,0.00860672065,0.000334516389444611,0.00031933728813,0.0081978635,0.00925481756,1.13780902025401,15.3955696910614,30.4007941431939
"r_new[40,4]",0.008411174328,0.0085410868,0.000703048341006491,0.000813708404879999,0.007251287605,0.009403485525,1.06865658691217,17.25647283011,53.8632643484494
"r_new[1,5]",0.008492088857,0.0084914361,0.000194832634093612,0.000204852250469999,0.00816358931,0.00878203963,1.00022439869076,12.9442485876369,74.7352313149317
"r_new[2,5]",0.008639565245,0.00866384455,0.000339211748469383,0.00037039380672,0.0080474134,0.00916377879,1.05410529110473,18.0032898137862,21.0246288509397
"r_new[3,5]",0.008822552097,0.00880613775,0.000336398747258562,0.00030896079312,0.00818073096,0.00931076954,1.02259376538326,20.2233997805975,44.5810103703794
"r_new[4,5]",0.008770510182,0.0088023769,0.000299046320387383,0.000211138622729999,0.008247088715,0.009346865085,1.01828359271298,13.4013429014881,34.362847091416
"r_new[5,5]",0.008774566276,0.00878815835,0.000294947894435859,0.00035378119959,0.00830784039,0.00923192054,1.01530862024446,10.8168475161135,78.3393298097876
"r_new[6,5]",0.008651953513,0.00868201575,0.000217527774151489,0.0002227636152,0.00825669551,0.00897288313,1.00171961929306,51.0078563831037,30.2499012248123
"r_new[7,5]",0.008588730517,0.0085697378,0.000276155250194893,0.000260204750820003,0.00817663903,0.009095516165,1.01061460331186,15.4838196354769,30.2245250431777
"r_new[8,5]",0.008570061392,0.00860981905,0.000300356970338436,0.000301370770679999,0.00808922139,0.00902743841,1.04197120303608,25.7467606914161,51.556342412722
"r_new[9,5]",0.008667953239,0.00867697505,0.000244314435767484,0.000192922138920001,0.008290231435,0.009061163705,1.03002347719005,39.6252155656688,58.9391161255238
"r_new[10,5]",0.008571978753,0.0085695179,0.000235594131127101,0.00025333794066,0.008177771005,0.008976356505,0.996036118799159,29.7297101037937,31.7839996054474
"r_new[11,5]",0.008626601325,0.0086293582,0.00026527020186047,0.000330836481990001,0.008245584385,0.00901438874,1.08139101589425,16.2272815530884,34.0438540421866
"r_new[12,5]",0.008695862034,0.00869365415,0.000292480520530059,0.00028155270822,0.008148336785,0.009140177105,1.00010195351352,29.9787174250472,52.4502744151648
"r_new[13,5]",0.0087191862,0.0087357233,0.000251562827495337,0.000259004215470001,0.00831433447,0.009101928875,0.991851900039254,30.5445755943929,44.5810103703794
"r_new[14,5]",0.008745100967,0.00869990375,0.000294644046670405,0.00029148761082,0.008292063535,0.009236778215,1.18803355768849,5.5211661046866,40.5548566509965
"r_new[15,5]",0.008707732159,0.0087742683,0.000270962265269742,0.00024726699018,0.00817013518,0.009078908505,1.11199545850714,9.99284495269736,17.3233023163729
"r_new[16,5]",0.008636999183,0.00865748855,0.000291162887630437,0.000296349130350001,0.008158007125,0.00901572479,1.07667071218101,38.7884592228211,15.233286908078
