"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"r_new[21,5]",0.008773574961,0.008680327,0.00075797193415259,0.00071198514324,0.00748371765,0.00997790995,1.00004178152617,16.367279875308,71.2874531148375
"r_new[22,5]",0.008582085357,0.0084984337,0.00102660552701985,0.00102094074726,0.007154573585,0.01033521455,1.08676012611732,15.1396005644134,21.0246288509397
"r_new[23,5]",0.00885105059,0.0087950227,0.000879103488439146,0.000948538569299998,0.007624148515,0.0106404022,1.04241522494165,20.0987156173944,44.5810103703794
"r_new[24,5]",0.00875153217,0.00871999745,0.00103372094708193,0.00099561979251,0.007375405655,0.0105877571,1.10493748477217,8.62744024400696,48.4074922943175
"r_new[25,5]",0.008930298583,0.00895032835,0.000879837865979363,0.000777527479260001,0.007328606595,0.01023930395,1.01350547293785,30.10590346319,42.1527132583187
"r_new[26,5]",0.008953004246,0.0088515407,0.000927620955356454,0.000882263235840001,0.007606908675,0.0105551588,1.01342798841071,21.5060331430312,44.5810103703794
"r_new[27,5]",0.008865625591,0.00887081585,0.000840881439608137,0.00085332948141,0.007460149685,0.0102054901,1.0342188586941,25.1775469257355,33.9768826539676
"r_new[28,5]",0.008652179233,0.008693979,0.000787525810348336,0.00083518305045,0.00752540057,0.009817225525,1.12565413690968,8.16869577047286,56.8419098881722
"r_new[29,5]",0.008888033379,0.00879141745,0.000761656172898772,0.000753637604159999,0.00781159254,0.01016126165,1.00416158389994,53.2035918564897,76.6284020089591
"r_new[30,5]",0.008712357836,0.00861288835,0.000904914641679224,0.000875023107000001,0.00722269513,0.01041155205,1.04047853775107,16.5671717389641,52.4502744151648
"r_new[31,5]",0.008821517001,0.00880849915,0.000895443147231989,0.000922054885499999,0.007517728705,0.01035796615,0.998721696279004,21.1883275876889,61.3835995991276
"r_new[32,5]",0.00868158134,0.00866931835,0.00095280579088995,0.00093329899803,0.00716528388,0.01031189445,1.09190674363023,14.3332695940624,46.6027543178878
