"","change","no_change","x","y","t1","t2","taxon","mag"
"1229","change","uncertain",805000,1078000,1100,2100,"BEECH",0.211830573775945
"1233","change","uncertain",805000,1102000,300,1600,"BEECH",0.207881976801359
"1234","change","uncertain",805000,1102000,300,2100,"BEECH",0.258777596674259
"1235","change","uncertain",805000,1102000,600,1600,"BEECH",0.24055732137843
"1236","change","uncertain",805000,1102000,600,2100,"BEECH",0.291452941251329
"1237","change","uncertain",805000,1102000,1100,1600,"BEECH",0.160721854104394
"1238","change","uncertain",805000,1102000,1100,2100,"BEECH",0.211617473977294
"1241","change","uncertain",805000,1126000,300,1600,"BEECH",0.153367337981027
"1242","change","uncertain",805000,1126000,300,2100,"BEECH",0.190989555198404
"1243","change","uncertain",805000,1126000,600,1600,"BEECH",0.1768413259678
"1244","change","uncertain",805000,1126000,600,2100,"BEECH",0.214463543185177
"1245","change","uncertain",805000,1126000,1100,2100,"BEECH",0.154221261191016
"1249","change","uncertain",829000,1078000,300,2100,"BEECH",0.203293600141328
"1250","change","uncertain",829000,1078000,600,1600,"BEECH",0.177876193667367
"1251","change","uncertain",829000,1078000,600,2100,"BEECH",0.223282358283757
"1252","change","uncertain",829000,1078000,1100,2100,"BEECH",0.165467149711561
"1255","change","uncertain",829000,1102000,300,2100,"BEECH",0.198592775172142
"1256","change","uncertain",829000,1102000,600,1600,"BEECH",0.172559280094349
"1257","change","uncertain",829000,1102000,600,2100,"BEECH",0.218347610973108
"1258","change","uncertain",829000,1102000,1100,2100,"BEECH",0.165223969067538
"1260","change","uncertain",853000,1078000,600,2100,"BEECH",0.149967084132047
"1261","change","uncertain",853000,1102000,600,2100,"BEECH",0.147343345061737
"1262","change","uncertain",853000,1126000,600,2100,"BEECH",0.129948071321349
